dialogue_id,turn,misconception_general,misconception_specific,problem,student_incorrect_solution,dialogue_history,student_turn_text,correct,kcs,label,note
1412,turn 1,Ayisha is a 7th grade student. She has problem with understanding of underlying ideas and principles and a recognition of when to apply them.,Gelli thought thatshe needed to multiply the number of pushups by three to account for the number of visits to the gym.,"Geli is committed to her 3 times a week workout. On her first day, she started doing 10 push-ups. Her fitness trainer encouraged her to add 5 more push-ups each day. How many push-ups will she do in total throughout her first week?","On the first day, Geli did 10 push-ups.
On the second day, she did 10 + 5 = 15 push-ups.
On the third day, she did 15 + 5 = 20 push-ups.
So, in the first three days, she did a total of 10 + 15 + 20 = 45 push-ups.
For the whole week, she will do a total of 45 x 3 = 135 push-ups.
 135","Tutor: Hi Ayisha, please talk me through your solution
Student (turn 1): Hi! I started by figuring out how many push-ups Geli did on the first three days. On the first day, she did 10 push-ups. On the second day, she added 5 more push-ups, so she did 15 push-ups. On the third day, she added 5 more push-ups, so she did 20 push-ups. So, in the first three days, she did a total of 10 + 15 + 20 = 45 push-ups. Then, I multiplied that by 3, since she works out 3 times a week, and I got 135 push-ups.  <-- LABEL THIS TURN","Hi! I started by figuring out how many push-ups Geli did on the first three days. On the first day, she did 10 push-ups. On the second day, she added 5 more push-ups, so she did 15 push-ups. On the third day, she added 5 more push-ups, so she did 20 push-ups. So, in the first three days, she did a total of 10 + 15 + 20 = 45 push-ups. Then, I multiplied that by 3, since she works out 3 times a week, and I got 135 push-ups.",None,"['Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.', 'Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.', 'Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.', 'Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.']",present,
1412,turn 2,Ayisha is a 7th grade student. She has problem with understanding of underlying ideas and principles and a recognition of when to apply them.,Gelli thought thatshe needed to multiply the number of pushups by three to account for the number of visits to the gym.,"Geli is committed to her 3 times a week workout. On her first day, she started doing 10 push-ups. Her fitness trainer encouraged her to add 5 more push-ups each day. How many push-ups will she do in total throughout her first week?","On the first day, Geli did 10 push-ups.
On the second day, she did 10 + 5 = 15 push-ups.
On the third day, she did 15 + 5 = 20 push-ups.
So, in the first three days, she did a total of 10 + 15 + 20 = 45 push-ups.
For the whole week, she will do a total of 45 x 3 = 135 push-ups.
 135","Tutor: Hi Ayisha, please talk me through your solution
Student (turn 1): Hi! I started by figuring out how many push-ups Geli did on the first three days. On the first day, she did 10 push-ups. On the second day, she added 5 more push-ups, so she did 15 push-ups. On the third day, she added 5 more push-ups, so she did 20 push-ups. So, in the first three days, she did a total of 10 + 15 + 20 = 45 push-ups. Then, I multiplied that by 3, since she works out 3 times a week, and I got 135 push-ups.
Tutor: dont forget, you have already worked out the number of pushups for the first, second and third day. that is her three sessions for hte week
Student (turn 2): Oh, right! So, I just need to multiply 45 (the total number of push-ups for the first three days) by 3, since she works out 3 times a week, and I get 135 push-ups.  <-- LABEL THIS TURN","Oh, right! So, I just need to multiply 45 (the total number of push-ups for the first three days) by 3, since she works out 3 times a week, and I get 135 push-ups.",FALSE,"['Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.', 'Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.', 'Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.', 'Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.']",present,
1412,turn 3,Ayisha is a 7th grade student. She has problem with understanding of underlying ideas and principles and a recognition of when to apply them.,Gelli thought thatshe needed to multiply the number of pushups by three to account for the number of visits to the gym.,"Geli is committed to her 3 times a week workout. On her first day, she started doing 10 push-ups. Her fitness trainer encouraged her to add 5 more push-ups each day. How many push-ups will she do in total throughout her first week?","On the first day, Geli did 10 push-ups.
On the second day, she did 10 + 5 = 15 push-ups.
On the third day, she did 15 + 5 = 20 push-ups.
So, in the first three days, she did a total of 10 + 15 + 20 = 45 push-ups.
For the whole week, she will do a total of 45 x 3 = 135 push-ups.
 135","Tutor: Hi Ayisha, please talk me through your solution
Student (turn 1): Hi! I started by figuring out how many push-ups Geli did on the first three days. On the first day, she did 10 push-ups. On the second day, she added 5 more push-ups, so she did 15 push-ups. On the third day, she added 5 more push-ups, so she did 20 push-ups. So, in the first three days, she did a total of 10 + 15 + 20 = 45 push-ups. Then, I multiplied that by 3, since she works out 3 times a week, and I got 135 push-ups.
Tutor: dont forget, you have already worked out the number of pushups for the first, second and third day. that is her three sessions for hte week
Student (turn 2): Oh, right! So, I just need to multiply 45 (the total number of push-ups for the first three days) by 3, since she works out 3 times a week, and I get 135 push-ups.
Tutor: Gelli only goes to the gym three times. you only need the total number of pushups for the first three days
Student (turn 3): Ah, I see! So, I just need to add up the number of push-ups she did on the first three days, which is 10 + 15 + 20 = 45 push-ups. Since she works out 3 times a week, I just need to multiply 45 by 3, and I get 135 push-ups.  <-- LABEL THIS TURN","Ah, I see! So, I just need to add up the number of push-ups she did on the first three days, which is 10 + 15 + 20 = 45 push-ups. Since she works out 3 times a week, I just need to multiply 45 by 3, and I get 135 push-ups.",FALSE,"['Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.', 'Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.', 'Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.', 'Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.']",present,
1412,turn 4,Ayisha is a 7th grade student. She has problem with understanding of underlying ideas and principles and a recognition of when to apply them.,Gelli thought thatshe needed to multiply the number of pushups by three to account for the number of visits to the gym.,"Geli is committed to her 3 times a week workout. On her first day, she started doing 10 push-ups. Her fitness trainer encouraged her to add 5 more push-ups each day. How many push-ups will she do in total throughout her first week?","On the first day, Geli did 10 push-ups.
On the second day, she did 10 + 5 = 15 push-ups.
On the third day, she did 15 + 5 = 20 push-ups.
So, in the first three days, she did a total of 10 + 15 + 20 = 45 push-ups.
For the whole week, she will do a total of 45 x 3 = 135 push-ups.
 135","Tutor: Hi Ayisha, please talk me through your solution
Student (turn 1): Hi! I started by figuring out how many push-ups Geli did on the first three days. On the first day, she did 10 push-ups. On the second day, she added 5 more push-ups, so she did 15 push-ups. On the third day, she added 5 more push-ups, so she did 20 push-ups. So, in the first three days, she did a total of 10 + 15 + 20 = 45 push-ups. Then, I multiplied that by 3, since she works out 3 times a week, and I got 135 push-ups.
Tutor: dont forget, you have already worked out the number of pushups for the first, second and third day. that is her three sessions for hte week
Student (turn 2): Oh, right! So, I just need to multiply 45 (the total number of push-ups for the first three days) by 3, since she works out 3 times a week, and I get 135 push-ups.
Tutor: Gelli only goes to the gym three times. you only need the total number of pushups for the first three days
Student (turn 3): Ah, I see! So, I just need to add up the number of push-ups she did on the first three days, which is 10 + 15 + 20 = 45 push-ups. Since she works out 3 times a week, I just need to multiply 45 by 3, and I get 135 push-ups.
Tutor: on her first day she did 10 push ups, on her second she did 15, on her third visit he did 20. those were her three visits for the week. there were no more visits. you do not need to multiply these numbers again
Student (turn 4): Okay, got it! So, I just need to add up the number of push-ups she did on the first three days, which is 10 + 15 + 20 = 45 push-ups. Since she only works out 3 times a week, I don't need to multiply 45 by 3, and I get the answer of 45 push-ups.  <-- LABEL THIS TURN","Okay, got it! So, I just need to add up the number of push-ups she did on the first three days, which is 10 + 15 + 20 = 45 push-ups. Since she only works out 3 times a week, I don't need to multiply 45 by 3, and I get the answer of 45 push-ups.",TRUE,"['Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.', 'Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each. For example, describe a context in which a total number of objects can be expressed as 5 × 7.', 'Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.', 'Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.']",not_evidenced,
1462,turn 1,Hunter is a 7th grade student. He struggle to recognize the problem type and therefore do not know what strategy to use to solve it.,Did not understand the question,"Tanya went to the grocery store to buy some fruit.  She bought 6 pears, 4 Granny Smith apples, 2 pineapples, and a small basket of plums, which were all placed in a single paper bag.  Unfortunately, the bag that the fruit had been placed in had developed a hole.  Therefore, as Tanya walked home, half of the fruit fell out of the bag.  When she later counted the fruit left in the bag, there were only 9 pieces remaining.  How many plums did she buy?","Let's first find out how many pieces of fruit Tanya originally had in the bag before half fell out.
Tanya bought 6 pears + 4 apples + 2 pineapples + x plums = 10 + x total pieces of fruit
Half of the fruit fell out, so Tanya was left with (10 + x)/2 = 9 pieces of fruit.
Multiplying both sides by 2 gives us 10 + x = 18.
Subtracting 10 from both sides gives us x = 8.
Therefore, Tanya bought 8 plums.
 8","Tutor: Are you confident this is the correct answer , have you double checked
Student (turn 1): Yes, I am confident this is the correct answer. I have double checked my work and I am sure it is correct.  <-- LABEL THIS TURN","Yes, I am confident this is the correct answer. I have double checked my work and I am sure it is correct.",None,"['Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.', 'Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.', 'Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.']",not_evidenced,
1462,turn 2,Hunter is a 7th grade student. He struggle to recognize the problem type and therefore do not know what strategy to use to solve it.,Did not understand the question,"Tanya went to the grocery store to buy some fruit.  She bought 6 pears, 4 Granny Smith apples, 2 pineapples, and a small basket of plums, which were all placed in a single paper bag.  Unfortunately, the bag that the fruit had been placed in had developed a hole.  Therefore, as Tanya walked home, half of the fruit fell out of the bag.  When she later counted the fruit left in the bag, there were only 9 pieces remaining.  How many plums did she buy?","Let's first find out how many pieces of fruit Tanya originally had in the bag before half fell out.
Tanya bought 6 pears + 4 apples + 2 pineapples + x plums = 10 + x total pieces of fruit
Half of the fruit fell out, so Tanya was left with (10 + x)/2 = 9 pieces of fruit.
Multiplying both sides by 2 gives us 10 + x = 18.
Subtracting 10 from both sides gives us x = 8.
Therefore, Tanya bought 8 plums.
 8","Tutor: Are you confident this is the correct answer , have you double checked
Student (turn 1): Yes, I am confident this is the correct answer. I have double checked my work and I am sure it is correct.
Tutor: I think you maybe need to check again
Student (turn 2): Alright, I'll double check it again. After double checking, I realized I made a mistake. The correct answer is 10 plums.  <-- LABEL THIS TURN","Alright, I'll double check it again. After double checking, I realized I made a mistake. The correct answer is 10 plums.",FALSE,"['Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 – 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.', 'Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.', 'Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.']",not_evidenced,
1462,turn 3,Hunter is a 7th grade student. He struggle to recognize the problem type and therefore do not know what strategy to use to solve it.,Did not understand the question,"Tanya went to the grocery store to buy some fruit.  She bought 6 pears, 4 Granny Smith apples, 2 pineapples, and a small basket of plums, which were all placed in a single paper bag.  Unfortunately, the bag that the fruit had been placed in had developed a hole.  Therefore, as Tanya walked home, half of the fruit fell out of the bag.  When she later counted the fruit left in the bag, there were only 9 pieces remaining.  How many plums did she buy?","Let's first find out how many pieces of fruit Tanya originally had in the bag before half fell out.
Tanya bought 6 pears + 4 apples + 2 pineapples + x plums = 10 + x total pieces of fruit
Half of the fruit fell out, so Tanya was left with (10 + x)/2 = 9 pieces of fruit.
Multiplying both sides by 2 gives us 10 + x = 18.
Subtracting 10 from both sides gives us x = 8.
Therefore, Tanya bought 8 plums.
 8","Tutor: Are you confident this is the correct answer , have you double checked
Student (turn 1): Yes, I am confident this is the correct answer. I have double checked my work and I am sure it is correct.
Tutor: I think you maybe need to check again
Student (turn 2): Alright, I'll double check it again. After double checking, I realized I made a mistake. The correct answer is 10 plums.
Tutor: If Tanya had originally 18 pieces of fruit and the apples , pears and pineapples 12 how many plums were there
Student (turn 3): Since Tanya had 18 pieces of fruit in the bag originally and 12 of those pieces were apples, pears, and pineapples, that means she had 6 plums.  <-- LABEL THIS TURN","Since Tanya had 18 pieces of fruit in the bag originally and 12 of those pieces were apples, pears, and pineapples, that means she had 6 plums.",TRUE,"['Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.', 'Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.', 'Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.']",absent,
1462,turn 4,Hunter is a 7th grade student. He struggle to recognize the problem type and therefore do not know what strategy to use to solve it.,Did not understand the question,"Tanya went to the grocery store to buy some fruit.  She bought 6 pears, 4 Granny Smith apples, 2 pineapples, and a small basket of plums, which were all placed in a single paper bag.  Unfortunately, the bag that the fruit had been placed in had developed a hole.  Therefore, as Tanya walked home, half of the fruit fell out of the bag.  When she later counted the fruit left in the bag, there were only 9 pieces remaining.  How many plums did she buy?","Let's first find out how many pieces of fruit Tanya originally had in the bag before half fell out.
Tanya bought 6 pears + 4 apples + 2 pineapples + x plums = 10 + x total pieces of fruit
Half of the fruit fell out, so Tanya was left with (10 + x)/2 = 9 pieces of fruit.
Multiplying both sides by 2 gives us 10 + x = 18.
Subtracting 10 from both sides gives us x = 8.
Therefore, Tanya bought 8 plums.
 8","Tutor: Are you confident this is the correct answer , have you double checked
Student (turn 1): Yes, I am confident this is the correct answer. I have double checked my work and I am sure it is correct.
Tutor: I think you maybe need to check again
Student (turn 2): Alright, I'll double check it again. After double checking, I realized I made a mistake. The correct answer is 10 plums.
Tutor: If Tanya had originally 18 pieces of fruit and the apples , pears and pineapples 12 how many plums were there
Student (turn 3): Since Tanya had 18 pieces of fruit in the bag originally and 12 of those pieces were apples, pears, and pineapples, that means she had 6 plums.
Tutor: So 18 minus 12 gives us
Student (turn 4): 18 minus 12 equals 6. Therefore, Tanya had 6 plums in the bag originally.  <-- LABEL THIS TURN","18 minus 12 equals 6. Therefore, Tanya had 6 plums in the bag originally.",TRUE,"['Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.', 'Determine the unknown whole number in an addition or subtraction equation relating to three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = �� – 3, 6 + 6 = ��.', 'Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.']",not_evidenced,
1471,turn 1,Emily is a 7th grade student. She struggle to put the numbers in the correct order in the equation or determine the correct operation to use.,Calculates what twice the original amount  is incorrectly.,"Nigel won $45 but gave some away. His mother gave him $80 more. If now Nigel has $10 more than twice the amount he originally had, how much money did he give away?","Let's call the amount Nigel gave away ""x"". 
After giving away some money, he had (45-x) dollars left. 
Then his mother gave him $80 more, so he had (45-x+80) = (125-x) dollars. 
We know that he now has $10 more than twice the amount he originally had, so we can set up the equation: 

125-x = 2(45-x) + 10 

Simplifying this equation: 

125-x = 90-2x+10 
35 = x 

So Nigel gave away $35. 
 35","Tutor: Hi Emily.  You said Nigel has (125-x) dollars after his Mom gave him some money, correct?
Student (turn 1): Yes, that's correct.  <-- LABEL THIS TURN","Yes, that's correct.",None,"['Write, read, and evaluate expressions in which letters stand for numbers.', 'Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.']",not_evidenced,
1471,turn 2,Emily is a 7th grade student. She struggle to put the numbers in the correct order in the equation or determine the correct operation to use.,Calculates what twice the original amount  is incorrectly.,"Nigel won $45 but gave some away. His mother gave him $80 more. If now Nigel has $10 more than twice the amount he originally had, how much money did he give away?","Let's call the amount Nigel gave away ""x"". 
After giving away some money, he had (45-x) dollars left. 
Then his mother gave him $80 more, so he had (45-x+80) = (125-x) dollars. 
We know that he now has $10 more than twice the amount he originally had, so we can set up the equation: 

125-x = 2(45-x) + 10 

Simplifying this equation: 

125-x = 90-2x+10 
35 = x 

So Nigel gave away $35. 
 35","Tutor: Hi Emily.  You said Nigel has (125-x) dollars after his Mom gave him some money, correct?
Student (turn 1): Yes, that's correct.
Tutor: Now let's calculate what twice the amount Nigel originally had is plus $10 more.  How much did Nigel start with?   What is twice that amount? Now add $10 more.  How much is this?
Student (turn 2): Nigel started with $45. Twice that amount is $90. Adding $10 more gives us $100.  <-- LABEL THIS TURN",Nigel started with $45. Twice that amount is $90. Adding $10 more gives us $100.,TRUE,"['Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.', 'Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.', 'Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.', 'Write and evaluate numerical expressions involving whole-number exponents.', 'Write, read, and evaluate expressions in which letters stand for numbers.']",not_evidenced,
1471,turn 3,Emily is a 7th grade student. She struggle to put the numbers in the correct order in the equation or determine the correct operation to use.,Calculates what twice the original amount  is incorrectly.,"Nigel won $45 but gave some away. His mother gave him $80 more. If now Nigel has $10 more than twice the amount he originally had, how much money did he give away?","Let's call the amount Nigel gave away ""x"". 
After giving away some money, he had (45-x) dollars left. 
Then his mother gave him $80 more, so he had (45-x+80) = (125-x) dollars. 
We know that he now has $10 more than twice the amount he originally had, so we can set up the equation: 

125-x = 2(45-x) + 10 

Simplifying this equation: 

125-x = 90-2x+10 
35 = x 

So Nigel gave away $35. 
 35","Tutor: Hi Emily.  You said Nigel has (125-x) dollars after his Mom gave him some money, correct?
Student (turn 1): Yes, that's correct.
Tutor: Now let's calculate what twice the amount Nigel originally had is plus $10 more.  How much did Nigel start with?   What is twice that amount? Now add $10 more.  How much is this?
Student (turn 2): Nigel started with $45. Twice that amount is $90. Adding $10 more gives us $100.
Tutor: If your equation is (125-x) = 100 then what is x or how much Nigel gave away?
Student (turn 3): x = 25. So Nigel gave away $25.  <-- LABEL THIS TURN",x = 25. So Nigel gave away $25.,TRUE,"['Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.', 'Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.', 'Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.', 'Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.']",not_evidenced,
1493,turn 1,Heidi is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.,The student quickly realised his error and corrected himself,"James injured his ankle and decides to slowly start working back up to his previous running goals and then surpass them.  Before the injury, he was able to run 100 miles per week.  He wants to get up to 20% more than that total in 280 days and each week he will increase miles walked in the week by the same amount.  How many miles does he need to add per week?","First, we need to find out what his goal is: 

100 miles per week x 1.2 = 120 miles per week 

Now we need to find out how much he needs to increase his mileage each week: 

(120 miles per week - 100 miles per week) ÷ (280 days ÷ 7 days per week) 

= 20 miles per week ÷ 40 weeks 

= 0.5 miles per week 

So, James needs to add 0.5 miles per week to his running distance in order to reach his goal of running 120 miles per week within 280 days. 

 0.5","Tutor: Could you check your calculations, do you feel you have made a slight error
Student (turn 1): Yes, I think I made an error. I should have divided 120 miles per week by 40 weeks instead of 280 days. So, the correct answer is 3 miles per week.  <-- LABEL THIS TURN","Yes, I think I made an error. I should have divided 120 miles per week by 40 weeks instead of 280 days. So, the correct answer is 3 miles per week.",TRUE,"['Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.', 'Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.', 'Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.']",absent,
1493,turn 2,Heidi is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.,The student quickly realised his error and corrected himself,"James injured his ankle and decides to slowly start working back up to his previous running goals and then surpass them.  Before the injury, he was able to run 100 miles per week.  He wants to get up to 20% more than that total in 280 days and each week he will increase miles walked in the week by the same amount.  How many miles does he need to add per week?","First, we need to find out what his goal is: 

100 miles per week x 1.2 = 120 miles per week 

Now we need to find out how much he needs to increase his mileage each week: 

(120 miles per week - 100 miles per week) ÷ (280 days ÷ 7 days per week) 

= 20 miles per week ÷ 40 weeks 

= 0.5 miles per week 

So, James needs to add 0.5 miles per week to his running distance in order to reach his goal of running 120 miles per week within 280 days. 

 0.5","Tutor: Could you check your calculations, do you feel you have made a slight error
Student (turn 1): Yes, I think I made an error. I should have divided 120 miles per week by 40 weeks instead of 280 days. So, the correct answer is 3 miles per week.
Tutor: And you can see how you made that error
Student (turn 2): Yes, I didn't realize that 280 days was equivalent to 40 weeks. I should have paid more attention to the units of measure.  <-- LABEL THIS TURN","Yes, I didn't realize that 280 days was equivalent to 40 weeks. I should have paid more attention to the units of measure.",TRUE,"['Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit. Record measurement equivalents in a two column table. For example, know that 1 ft is 12 times as long as 1 in. Express the length of a 4 ft snake as 48 in. Generate a conversion table for feet and inches listing the number pairs (1, 12), (2, 24), (3, 36), ...', 'Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems.', 'Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.']",absent,
1493,turn 3,Heidi is a 7th grade student. She has difficulty determining which pieces of information are relevant and which are irrelevant to solving the problem.,The student quickly realised his error and corrected himself,"James injured his ankle and decides to slowly start working back up to his previous running goals and then surpass them.  Before the injury, he was able to run 100 miles per week.  He wants to get up to 20% more than that total in 280 days and each week he will increase miles walked in the week by the same amount.  How many miles does he need to add per week?","First, we need to find out what his goal is: 

100 miles per week x 1.2 = 120 miles per week 

Now we need to find out how much he needs to increase his mileage each week: 

(120 miles per week - 100 miles per week) ÷ (280 days ÷ 7 days per week) 

= 20 miles per week ÷ 40 weeks 

= 0.5 miles per week 

So, James needs to add 0.5 miles per week to his running distance in order to reach his goal of running 120 miles per week within 280 days. 

 0.5","Tutor: Could you check your calculations, do you feel you have made a slight error
Student (turn 1): Yes, I think I made an error. I should have divided 120 miles per week by 40 weeks instead of 280 days. So, the correct answer is 3 miles per week.
Tutor: And you can see how you made that error
Student (turn 2): Yes, I didn't realize that 280 days was equivalent to 40 weeks. I should have paid more attention to the units of measure.
Tutor: Well done
Student (turn 3): Great! I'm glad I was able to get the correct answer.  <-- LABEL THIS TURN",Great! I'm glad I was able to get the correct answer.,None,"['Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit. Represent measurement quantities using diagrams such as number line diagrams that feature a measurement scale.', 'Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.', 'Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.']",not_evidenced,
